path	sha256	bytes	kind
figures/F03.svg	b9fc06bbb58a592fb4830a7e93bf77debdcecc2e1b9a93214c0792b54107bb81	6147	svg
figures/F04.pdf	dc49ac76b2a7bdd4bb8c9eea00aac3cf0b873de4c004b09511a6de374f30ef92	21176	pdf
figures/F04.png	a5d5e705255a9d039b96d3895a212362a6159af521bbf7dffdef3aae406e4c19	26640	png
figures/F04.svg	861c8e30bbfaf6927133fb645d28a253db311bdbfc7e9fa3a0b105b232364aeb	5478	svg
figures/F05.pdf	5a3b6e4e33c7cc9ba630cb8581cee033b6258eb8d9b297045e2e426120b97b52	24011	pdf
figures/F05.png	a59bbe4095b12c2ad0b641e9c964d629b3d10cffa8a41992ef354f78bbe0da4f	30393	png
figures/F05.svg	bba741372740d05f6b3ad2ef2a735e06ba64d202ecadc2a92cef00e984eb01a7	6357	svg
figures/F06.pdf	9bae17e98aa583c24c5fe108218026e0bcfe748d13eafe8592e4586fcba90fc0	18988	pdf
figures/F06.png	b4e8f8c74609509b8416577c691cf4553e4020be74d65a043d9f392ac98725cc	24338	png
figures/F06.svg	fb2352dc33c0f3fa36f7542e77c717a98ba06fb6c3ca6d35370e1c655763aecf	6547	svg
figures/F07.pdf	24499d1f068246c32652c3335471cda78fe901dab7899ad36f859afd946a389d	50652	pdf
figures/F07.png	fc7802989d7511d1fda0313e4ccf2ad230ca453fd198f0c5a6e5ee76e04acbc7	63325	png
figures/F07.svg	1a54969964ce5145ecac325c495f1830be7977e026c07e13f3af5ae4bff9800d	32964	svg
figures/F08.pdf	48dbd900006c47a2fcc2ae2fd0dc686aa146ad008772ebd9f8f7f969841a552d	21305	pdf
figures/F08.png	df75bc6f0c9b450cbe51fca702f0d80213195c4289a24d39d295933b75e41495	23532	png
figures/F08.svg	fd43526ab5bdc143f891d8c2245dfdeda0206070021177b44e862dd5f89f2d93	6080	svg
figures/F09.pdf	b154927d3a7f9039d7a76b292d71a4a499bee173048904cd2879a2a990c9e7ca	91370	pdf
figures/F09.png	174abe73de7d9edc6d0c1f6cd2827beb1eaec6d7bb022755dc00453689baafe1	103880	png
figures/F09.svg	0a55e94a122ecf46920920b95b4c1533d381cb8e66f7af6f92256717e4922848	27821	svg
inputs/A/docs/dtc_l1/post_fast64/POST_FAST64_PAPER_RESULT_ANALYSIS.md	014ec6d7af4f5e0f537f3f2d765af23fcb325594eb413ab47ffde80a56380eb3	3820	md
inputs/A/docs/dtc_l1/post_fast64/generated/A_ACCEPTED_INPUT_MANIFEST.tsv	1cd939808dc2042771e7a9b947420216be52eb30b277f8616c7213f274686b71	8121	tsv
inputs/A/docs/dtc_l1/post_fast64/generated/paper_base_pressure_normalized.tsv	16f3fb15c14d1df4ac38f19ef5dd6b0446e647905d87aca531a96b77a6192f3d	26164	tsv
inputs/A/docs/dtc_l1/post_fast64/generated/paper_base_pressure_raw.tsv	4e99fad29f067cd603c1cbb35dd864e2ad5f666ceea03cda67373f4cdce806f9	14621	tsv
inputs/A/docs/dtc_l1/post_fast64/generated/paper_io_oo_mechanism.tsv	a7048523dad0840e720f9c0da45c20b34f48b04de95a2fc445fdbadf660912b3	7352	tsv
inputs/A/docs/dtc_l1/post_fast64/generated/paper_primary_performance.tsv	a4f3b08b01dff497af0c22e2212b893f59e3a3210357cf0831c951677f719c66	3110	tsv
inputs/A/docs/dtc_l1/post_fast64/generated/paper_sens_logical.tsv	442a124195051c1bfd7fd05dfef2f76fc1791b77f4ca4b99e56e8e5e5586fae4	5154	tsv
inputs/A/docs/dtc_l1/post_fast64/generated/paper_sens_physical.tsv	059c40384087a903a086b718e24de9ea5946d9e4070f901e523cecb6f8931a82	8918	tsv
inputs/A/docs/dtc_l1/post_fast64/generated/paper_sens_pib.tsv	0c345437489cbb2c848cf1b9862046d7e549c182f544178affbd8fe9197cfc6f	7932	tsv
inputs/A/docs/dtc_l1/post_fast64/generated/paper_workload_explanations.tsv	354cf58749a1114b692e67e3a497582c5d5150e75283ee8877ddff23873ac719	14086	tsv
inputs/B/docs/dtc_l1/post_fast64/PHYSICAL_POOL_CAUSAL_HANDOFF.md	1145ccf66eea3de49c60b74d05c6754b3fab69b3b2e17103005d2170d2edc4b1	8157	md
inputs/B/docs/dtc_l1/post_fast64/PHYSICAL_POOL_SOURCE_AUDIT.md	71c77ac5c3e1efe232a57806766f84449f7222cdc4aae5408833137c84a953f2	6005	md
inputs/B/generated/post_fast64/physical_pool_mechanism_normalization_dictionary.tsv	374cd8130c488d9aa3a1a164e671d09fe1354795f5796224df4e00889b4c23c2	8006	tsv
inputs/B/generated/post_fast64/physical_pool_mechanism_normalized.tsv	7e546637ec15a6bdc54c8280c5d206870c8bfb4e85087d52443c3e169bf4d8ef	1357337	tsv
inputs/B/generated/post_fast64/physical_pool_mechanism_raw.tsv	37ed51ec234b4cd53f19c4780c9d051c5713ff2a01892a7daece89d75547068c	21591	tsv
inputs/C/docs/dtc_l1/post_fast64/DUPLICATE_MISS_HANDOFF.md	799414a499e8ed627510adb147670ba437eafd9eadd7b4646700c6150eee9288	10191	md
inputs/C/docs/dtc_l1/post_fast64/DUPLICATE_MISS_SOURCE_SEMANTICS.md	cc052e9e2539568e8073be35533d27af1ef3118a3e12d3aec0e3af24e7410c51	5001	md
inputs/C/generated/post_fast64/duplicate_miss_fast12_io.tsv	9537f6a55994e674b659be425cfc0e81144b5d3846a8c7282e56b193fc2655bd	11744	tsv
inputs/C/generated/post_fast64/duplicate_miss_input_manifest.tsv	4440a75c9198a41411e4c2d20a75983cae1a260c65f88e78cf067147a8991f75	1043	tsv
inputs/C/generated/post_fast64/duplicate_miss_oo_semantic_gap.tsv	b6786e0df567ee460b594533ff2b13742fbffdcfc1d2346fc5ec4655e8adc23d	6324	tsv
inputs/C/generated/post_fast64/duplicate_miss_stage6_io_correlations.tsv	18ca088961ff50d2eeda06feae1a0bdf5e74a988caafcc6f362eed322542e97d	5711	tsv
inputs/C/generated/post_fast64/duplicate_miss_stage6_io_physical.tsv	29f6d51238e85a9781db2952b868a7925f2d21b4d50ec882ab09a9a56a34068a	12347	tsv
inputs/D_final/docs/dtc_l1/post_fast64/D4_D5_OBSERVER_PROVENANCE.md	5eacd7d755ac297297e0b1d91b03bc9205d28c6b45d924f7c83c9e2ab15d86d7	4703	md
inputs/D_final/docs/dtc_l1/post_fast64/LANE_D_OBSERVER_FINAL.md	9b445a5634078a9727ab5e4fbea81eb42dbd3ffc4c1bce544693cb27c8232c9c	5394	md
inputs/D_final/docs/dtc_l1/post_fast64/generated/D4_D5_OBSERVER_RAW_RUN_INDEX.tsv	f7765fc93cb033195184d59ce548c7bf8cd817e544911fe048d491bf8f40b228	16483	tsv
inputs/D_final/docs/dtc_l1/post_fast64/generated/D5_OO_DUPLICATE_FAST12.tsv	4ed62ec6b3d298bb057836b0b6356994faaa34c0d7e5bf44637cc6072a7ba687	23081	tsv
inputs/D_revision/docs/dtc_l1/post_fast64/LANE_D_ANALYSIS_REVISION.md	904d47d9a69323ba7f2b70122d04a656e4f011023a102cc8fd178156c7fa2535	6355	md
inputs/D_revision/docs/dtc_l1/post_fast64/LANE_D_OBSERVER_FINAL.md	1c392ab5a7d305fc5352c344c37de0d0ff19b0ad110c7cbc21c764c73190a828	6800	md
inputs/D_revision/docs/dtc_l1/post_fast64/generated/D4_OBSERVER_PHYSICAL_TELEMETRY.tsv	037ff8b34efebbafb5b72fc19bbd2933cf367f1f05158a4bd26d7d1c01afd458	34410	tsv
inputs/D_revision/docs/dtc_l1/post_fast64/generated/D5_DUPLICATE_TRAFFIC_INFLATION.tsv	36830e7a61b24ad7de123bf565cbd1b2b22d73aa83d1c8b51cf3eb562ad715ae	5752	tsv
inputs/D_revision/docs/dtc_l1/post_fast64/generated/D5_IO_OO_DUPLICATE_COMPARISON.tsv	3d45e87f4c14e2593917234850958b25a30b19f2605ffe202d1ee94ccd225578	4755	tsv
inputs/D_revision/docs/dtc_l1/post_fast64/generated/D5_OO_DUPLICATE_FAST12.tsv	4ed62ec6b3d298bb057836b0b6356994faaa34c0d7e5bf44637cc6072a7ba687	23081	tsv
inputs/D_revision/docs/dtc_l1/post_fast64/generated/D6_INTEGRATED_ARROW_CLASSIFICATION.tsv	048cca11aef18aebaa30c9508d7a89b7af49f531632870490e3f04239875b85a	6604	tsv
inputs/D_revision/docs/dtc_l1/post_fast64/generated/D7_ORDERED_PREEXISTING_STAT_AUDIT.tsv	96a6b31825f400f962a1d595703726098a9e157fc052bd1409f3ee26d4a01562	24366	tsv
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/FAST12_summary.tsv	f576a81be0b52882aa738a074e0c31f5a4529efc10c54240338eda15f4ec02b4	901	tsv
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/FAST64_7_INPUT_MANIFEST.tsv	5bdedcbddee215019bbc7ff76d13d43754715cb807d6d6c607025154d006861c	3687	tsv
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/aggregate_membership.tsv	acac705b26859ea340b98f01f2c4baf60bc10b8f8c8efcec3b8bdb6299502a4c	100	tsv
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/fast64_6_expected_deadlocks.tsv	6b12976e7a78883bce130048f4f4820b1ee9b80f5ecc4788df2d81a7f1ee8d47	1718	tsv
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/fast64_6_logical_plot.tsv	fee2f86f1c769c4dae16af0a4bf723ed5fc568048a6719fe8843fb848d330f0e	2239	tsv
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/fast64_6_physical_plot.tsv	6f4830c101367fa180fba0436acb23dfc9e74f6bae888c061bc2af2af3af0f6b	3296	tsv
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/fast64_6_pib_plot.tsv	ea50d25be55dca4f4c5f5f2d128f0e6ba7c515acc33a7d49f83c6673506b4fee	3525	tsv
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/io_oo_mechanism.tsv	88cb1f5f1904ed1b2c38133260d9e5ea8af984abc362ce93dfba587abd322747	2870	tsv
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/limitations_boundary.md	532a9fdac7d3386707657483420d326cb7a06c0f3e16bf1b90aa7e9277e1a500	2058	md
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/structural_pressure.tsv	836aab3f27394ef210af48bc0023ee2c5efca92c79575678608ed69fdce301da	706	tsv
inputs/fast64/docs/dtc_l1/fast64/review_packs/FAST64_FINAL/traffic_pressure.tsv	3b77a052e6159831c2271e12f4555d7f97b08cf92ddcda15dd37060e80d149f3	2229	tsv
rebuild_reports/DETERMINISM_COMPARISON.md	a93d59cc02dd91dfaa3b855946f3160e606cb6990a15d1d6aa8757d2123249ef	602	md
tables/E_BASE_PRESSURE.tsv	4e99fad29f067cd603c1cbb35dd864e2ad5f666ceea03cda67373f4cdce806f9	14621	tsv
tables/E_BASE_PRESSURE_NORMALIZED.tsv	16f3fb15c14d1df4ac38f19ef5dd6b0446e647905d87aca531a96b77a6192f3d	26164	tsv
tables/E_D6_ARROW_CLASSIFICATION.tsv	048cca11aef18aebaa30c9508d7a89b7af49f531632870490e3f04239875b85a	6604	tsv
tables/E_DUPLICATE_IO_OO.tsv	849c7dd2e9e53c0edd98309df49d0bba48a843355a493c52ac4d5885edf062d0	5356	tsv
tables/E_DUPLICATE_PAYLOAD_RATIOS.tsv	01a0050190cba44e44df7781989a038a5a1737b06311db4aee47b87850f0f518	1429	tsv
tables/E_IO_OO_MECHANISM.tsv	a7048523dad0840e720f9c0da45c20b34f48b04de95a2fc445fdbadf660912b3	7352	tsv
tables/E_PHYSICAL_OBSERVER_SYNTHESIS.tsv	037ff8b34efebbafb5b72fc19bbd2933cf367f1f05158a4bd26d7d1c01afd458	34410	tsv
tables/E_PRESSURE_DENOMINATOR_COMPARISON.tsv	d1f5d69059bde11dd9cd4b06c15ad85d87eda48cdbd04983a551990fd7308ccb	3904	tsv
tables/E_PRIMARY_PERFORMANCE.tsv	6a178dd56bb3fb40ccc44fc387d33649867715b5cc8dec965ff28fbb4725562c	2569	tsv
tables/E_SENS_LOGICAL.tsv	442a124195051c1bfd7fd05dfef2f76fc1791b77f4ca4b99e56e8e5e5586fae4	5154	tsv
tables/E_SENS_PHYSICAL.tsv	059c40384087a903a086b718e24de9ea5946d9e4070f901e523cecb6f8931a82	8918	tsv
tables/E_SENS_PIB.tsv	0c345437489cbb2c848cf1b9862046d7e549c182f544178affbd8fe9197cfc6f	7932	tsv
